@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
EV, 7378, DEN, CVG, 3, 360 , 158, 0
F9, 225, MDW, DEN, 3, 360 , 157, 1
F9, 377, BOS, MKE, 3, 360 , 165, 1
FL, 143, DTW, ATL, 3, 360 , 125, 0
FL, 155, IND, BWI, 3, 360 , 105, 0
FL, 183, DCA, ATL, 3, 360 , 123, 0
FL, 200, CAK, ATL, 3, 360 , 120, 0
FL, 254, FNT, ATL, 3, 360 , 134, 0
FL, 281, BOS, ATL, 3, 360 , 180, 0
FL, 359, LGA, ATL, 3, 360 , 161, 0
FL, 429, PNS, ATL, 3, 360 , 69, 0
FL, 557, BUF, ATL, 3, 360 , 135, 0
FL, 630, DAY, BWI, 3, 360 , 93, 0
FL, 726, DFW, MKE, 3, 360 , 135, 0
FL, 738, MSP, MKE, 3, 360 , 70, 0
FL, 84, FLL, ATL, 3, 360 , 113, 0
FL, 901, PHF, ATL, 3, 360 , 123, 0
FL, 912, MKE, BWI, 3, 360 , 120, 1
FL, 942, ROC, BWI, 3, 360 , 83, 0
FL, 967, ACY, ATL, 3, 360 , 135, 1
MQ, 2731, CVG, DFW, 3, 360 , 165, 0
MQ, 2750, JAN, DFW, 3, 360 , 100, 1
MQ, 2963, CID, DFW, 3, 360 , 140, 0
MQ, 3256, GRK, DFW, 3, 360 , 50, 0
MQ, 3265, HOU, DFW, 3, 360 , 70, 0
MQ, 3280, CRP, DFW, 3, 360 , 80, 0
MQ, 3325, DSM, DFW, 3, 360 , 130, 0
MQ, 3357, MOB, DFW, 3, 360 , 115, 0
MQ, 3372, BTR, DFW, 3, 360 , 90, 0
MQ, 3450, XNA, DFW, 3, 360 , 70, 0
MQ, 3512, MKE, DFW, 3, 360 , 165, 0
MQ, 3650, TYS, MIA, 3, 360 , 135, 0
MQ, 3736, ORD, EWR, 3, 360 , 120, 1
MQ, 3748, ORD, MSP, 3, 360 , 85, 0
MQ, 3768, EWR, ORD, 3, 360 , 165, 0
MQ, 3807, ORD, ATL, 3, 360 , 120, 1
MQ, 3853, ATL, ORD, 3, 360 , 115, 0
MQ, 3884, CLE, ORD, 3, 360 , 85, 0
MQ, 3908, CRW, ORD, 3, 360 , 105, 0
MQ, 3914, ICT, ORD, 3, 360 , 105, 0
MQ, 3939, BNA, ORD, 3, 360 , 105, 0
MQ, 4067, RIC, ORD, 3, 360 , 140, 0
MQ, 4114, PIT, ORD, 3, 360 , 105, 1
MQ, 4176, CMH, ORD, 3, 360 , 80, 0
MQ, 4223, ROC, ORD, 3, 360 , 125, 0
MQ, 4260, BWI, ORD, 3, 360 , 140, 0
MQ, 4275, MSN, ORD, 3, 360 , 55, 0
MQ, 4382, BOS, JFK, 3, 360 , 79, 0
MQ, 4420, BOS, LGA, 3, 360 , 80, 0
MQ, 4448, DCA, JFK, 3, 360 , 70, 0
MQ, 4581, CLT, LGA, 3, 360 , 110, 1
MQ, 4625, LGA, RDU, 3, 360 , 100, 0
MQ, 4629, RDU, LGA, 3, 360 , 95, 0
MQ, 4650, LGA, ATL, 3, 360 , 150, 0
MQ, 4697, DTW, LGA, 3, 360 , 100, 0
OH, 6341, RIC, DTW, 3, 360 , 125, 0
OH, 6357, BDL, DCA, 3, 360 , 84, 0
OH, 6379, BOS, JFK, 3, 360 , 88, 0
OH, 6401, HTS, CVG, 3, 360 , 53, 0
OH, 6560, ORD, JFK, 3, 360 , 133, 0
OH, 6655, OMA, MEM, 3, 360 , 114, 0
OH, 6668, CHS, LGA, 3, 360 , 118, 0
OO, 4611, SAT, SLC, 3, 360 , 175, 0
OO, 4662, ABQ, SLC, 3, 360 , 101, 0
OO, 4676, BNA, MSP, 3, 360 , 144, 0
OO, 4765, LAS, LAX, 3, 360 , 75, 0
OO, 4802, DFW, SLC, 3, 360 , 168, 1
OO, 4888, COS, MSP, 3, 360 , 135, 1
OO, 6245, MFR, SFO, 3, 360 , 81, 0
OO, 6285, MFR, DEN, 3, 360 , 155, 1
OO, 6300, FAT, LAX, 3, 360 , 59, 0
OO, 6330, ONT, SFO, 3, 360 , 85, 0
OO, 6345, PSC, SFO, 3, 360 , 125, 0
OO, 6359, BOI, SFO, 3, 360 , 112, 1
OO, 6399, ORD, MCI, 3, 360 , 88, 1
OO, 6405, PDX, SFO, 3, 360 , 105, 0
OO, 6434, SBP, LAX, 3, 360 , 62, 0
OO, 6471, ABQ, LAX, 3, 360 , 121, 0
OO, 6506, ELP, LAX, 3, 360 , 137, 0
OO, 6512, CLD, LAX, 3, 360 , 40, 1
OO, 6586, PSP, DEN, 3, 360 , 131, 0
OO, 6612, SLC, DEN, 3, 360 , 93, 0
OO, 6682, SBA, DEN, 3, 360 , 142, 0
OO, 6684, MEM, ORD, 3, 360 , 110, 0
OO, 6732, MRY, DEN, 3, 360 , 146, 0
OO, 6743, ATW, ORD, 3, 360 , 55, 0
OO, 6766, GEG, SFO, 3, 360 , 136, 1
OO, 6820, RDD, SFO, 3, 360 , 78, 0
OO, 6836, PAH, ORD, 3, 360 , 78, 1
OO, 6893, ACV, SFO, 3, 360 , 82, 1
OO, 6918, CMX, ORD, 3, 360 , 82, 0
OO, 6930, ORD, TYS, 3, 360 , 87, 1
OO, 6936, SPI, ORD, 3, 360 , 60, 0
OO, 6948, COS, ORD, 3, 360 , 146, 0
OO, 6949, EUG, DEN, 3, 360 , 155, 0
OO, 6975, DFW, ORD, 3, 360 , 139, 0
OO, 6997, MKE, ORD, 3, 360 , 44, 1
OO, 7006, EUG, PDX, 3, 360 , 41, 0
OO, 7008, CIC, SFO, 3, 360 , 65, 0
OO, 7049, SEA, PDX, 3, 360 , 48, 0
OO, 7763, PIH, SLC, 3, 360 , 48, 0
OO, 7768, SGU, SLC, 3, 360 , 73, 1
OO, 7799, COD, SLC, 3, 360 , 89, 0
UA, 189, BWI, ORD, 3, 360 , 135, 0
UA, 18, LAX, DEN, 3, 360 , 146, 0
UA, 201, BOS, IAD, 3, 360 , 103, 0
UA, 203, BOS, ORD, 3, 360 , 171, 0
UA, 226, SFO, BOS, 3, 360 , 342, 0
UA, 234, OMA, ORD, 3, 360 , 96, 1
UA, 257, JAX, ORD, 3, 360 , 156, 0
UA, 303, JFK, SFO, 3, 360 , 404, 0
UA, 32, PDX, DEN, 3, 360 , 146, 0
UA, 337, PHL, ORD, 3, 360 , 137, 0
UA, 376, ORD, PHL, 3, 360 , 125, 0
UA, 410, SMF, DEN, 3, 360 , 144, 0
UA, 468, SEA, SFO, 3, 360 , 130, 0
UA, 475, CLT, ORD, 3, 360 , 133, 1
UA, 494, DSM, ORD, 3, 360 , 80, 0
UA, 506, SFO, PHX, 3, 360 , 120, 0
UA, 510, LAS, SFO, 3, 360 , 95, 0
UA, 520, MSP, ORD, 3, 360 , 84, 0
UA, 532, DEN, ORD, 3, 360 , 141, 0
UA, 650, BDL, IAD, 3, 360 , 94, 0
UA, 668, ORD, LGA, 3, 360 , 127, 1
UA, 669, LGA, ORD, 3, 360 , 150, 0
UA, 705, IAD, ORD, 3, 360 , 131, 0
UA, 707, ORD, DEN, 3, 360 , 160, 0
UA, 736, SFO, LAS, 3, 360 , 98, 0
UA, 740, OAK, DEN, 3, 360 , 146, 0
UA, 90, LAX, SFO, 3, 360 , 89, 0
UA, 922, ORD, IAD, 3, 360 , 108, 0
US, 1050, RDU, CLT, 3, 360 , 57, 0
US, 1262, MIA, PHL, 3, 360 , 169, 0
US, 1267, LGA, PHL, 3, 360 , 57, 0
US, 1296, STL, CLT, 3, 360 , 113, 0
US, 1440, BNA, CLT, 3, 360 , 74, 0
US, 1772, MHT, CLT, 3, 360 , 152, 0
US, 1997, ORD, CLT, 3, 360 , 118, 0
US, 2021, BOS, DCA, 3, 360 , 96, 0
US, 2114, LGA, BOS, 3, 360 , 62, 1
US, 2115, BOS, LGA, 3, 360 , 70, 0
US, 2158, DCA, LGA, 3, 360 , 60, 0
US, 2161, LGA, DCA, 3, 360 , 59, 0
US, 270, IAH, PHX, 3, 360 , 172, 0
US, 56, ORD, PHL, 3, 360 , 119, 0
US, 578, SFO, PHX, 3, 360 , 111, 0
US, 595, MCI, PHX, 3, 360 , 174, 0
US, 652, IND, PHX, 3, 360 , 235, 0
US, 86, OMA, PHX, 3, 360 , 175, 1
US, 952, FLL, PHL, 3, 360 , 157, 0
US, 985, MSY, CLT, 3, 360 , 108, 1
WN, 1067, OAK, SAN, 3, 360 , 85, 1
WN, 109, MSY, DEN, 3, 360 , 180, 0
WN, 1289, GEG, SEA, 3, 360 , 70, 0
WN, 1357, SMF, ONT, 3, 360 , 80, 0
WN, 1851, ONT, OAK, 3, 360 , 80, 1
WN, 1929, LAX, DEN, 3, 360 , 135, 0
WN, 2529, IND, DEN, 3, 360 , 185, 1
WN, 2643, SMF, LAX, 3, 360 , 80, 1
WN, 2891, MDW, IAD, 3, 360 , 105, 0
WN, 3061, LGA, MDW, 3, 360 , 150, 0
WN, 367, MDW, BNA, 3, 360 , 85, 1
WN, 3, LIT, DAL, 3, 360 , 70, 0
WN, 406, SEA, LAS, 3, 360 , 140, 1
WN, 425, BOS, MDW, 3, 360 , 175, 0
WN, 647, PHX, DEN, 3, 360 , 105, 1
WN, 702, MDW, LAS, 3, 360 , 245, 1
WN, 735, IAD, DEN, 3, 360 , 240, 0
WN, 748, SMF, DEN, 3, 360 , 145, 1
WN, 799, LAX, SFO, 3, 360 , 80, 0
WN, 944, OAK, ONT, 3, 360 , 75, 1
XE, 2143, GSP, IAH, 3, 360 , 160, 1
XE, 2231, JAN, IAH, 3, 360 , 77, 1
XE, 2384, SHV, IAH, 3, 360 , 55, 0
XE, 2485, ORF, IAH, 3, 360 , 201, 0
XE, 2614, CMH, EWR, 3, 360 , 97, 0
XE, 2644, GPT, IAH, 3, 360 , 81, 1
XE, 2652, LEX, IAH, 3, 360 , 159, 1
XE, 2745, BNA, EWR, 3, 360 , 127, 0
XE, 2904, GRR, CLE, 3, 360 , 58, 1
XE, 2997, MSP, EWR, 3, 360 , 158, 1
XE, 3037, CHS, IAH, 3, 360 , 167, 0
XE, 3047, BHM, IAH, 3, 360 , 116, 1
XE, 3066, RIC, EWR, 3, 360 , 69, 0
XE, 3115, PVD, CLE, 3, 360 , 117, 0
XE, 5905, ABE, ORD, 3, 360 , 136, 1
XE, 5924, ICT, ORD, 3, 360 , 110, 1
XE, 5941, TUL, ORD, 3, 360 , 113, 0
XE, 5949, BTV, ORD, 3, 360 , 159, 0
XE, 5958, GRB, ORD, 3, 360 , 60, 0
XE, 5983, CLE, IAD, 3, 360 , 75, 1
XE, 5984, TYS, IAD, 3, 360 , 95, 0
XE, 5986, FAR, ORD, 3, 360 , 112, 1
XE, 5991, XNA, ORD, 3, 360 , 105, 0
XE, 5992, FSD, ORD, 3, 360 , 96, 0
YV, 2692, MEM, CLT, 3, 360 , 105, 0
YV, 2718, MRY, PHX, 3, 360 , 145, 0
YV, 2931, SAT, PHX, 3, 360 , 146, 0
YV, 7218, ATL, IAD, 3, 360 , 100, 0
YV, 7236, ROC, ORD, 3, 360 , 117, 0
YV, 7238, ORD, JAX, 3, 360 , 135, 0
YV, 7287, ORF, ORD, 3, 360 , 143, 0
B6, 742, SJU, MCO, 3, 361 , 184, 0
OO, 6965, AVL, ORD, 3, 361 , 109, 0
UA, 664, SFO, ORD, 3, 361 , 249, 0
CO, 1406, PIT, IAH, 3, 362 , 188, 1
OO, 6497, BFL, DEN, 3, 362 , 144, 0
OO, 6749, RAP, DEN, 3, 362 , 76, 0
OO, 6829, SMF, SFO, 3, 362 , 48, 0
OO, 7052, DRO, DEN, 3, 362 , 76, 0
UA, 59, DEN, SFO, 3, 362 , 167, 0
UA, 635, RDU, ORD, 3, 362 , 139, 0
UA, 675, BUF, ORD, 3, 362 , 113, 0
XE, 5902, PIA, ORD, 3, 362 , 63, 0
B6, 1320, BWI, BOS, 3, 363 , 77, 0
B6, 740, PSE, JFK, 3, 363 , 237, 0
DL, 1943, EWR, ATL, 3, 363 , 156, 0
XE, 2006, GSO, EWR, 3, 363 , 89, 0
XE, 2783, TYS, IAH, 3, 363 , 142, 0
HA, 205, OGG, HNL, 3, 364 , 33, 0
OO, 6495, COS, LAX, 3, 364 , 161, 0
OO, 6991, BHM, ORD, 3, 364 , 132, 1
UA, 261, SFO, LAX, 3, 364 , 95, 0
9E, 3698, PIA, MSP, 3, 365 , 100, 0
9E, 3964, ALB, JFK, 3, 365 , 90, 1
9E, 4227, FWA, CVG, 3, 365 , 52, 0
AA, 1002, DEN, DFW, 3, 365 , 125, 0
AA, 1331, MCI, DFW, 3, 365 , 105, 0
AA, 1425, STL, ORD, 3, 365 , 75, 0
AA, 1698, SLC, DFW, 3, 365 , 170, 0
AA, 1851, DCA, MIA, 3, 365 , 160, 1
AA, 1938, MSP, MIA, 3, 365 , 225, 0
AA, 2127, PHL, MIA, 3, 365 , 175, 0
AA, 697, FLL, DFW, 3, 365 , 190, 0
AA, 705, LGA, DFW, 3, 365 , 250, 0
AS, 730, ANC, SEA, 3, 365 , 205, 0
AS, 73, SIT, JNU, 3, 365 , 42, 0
B6, 1235, BOS, RDU, 3, 365 , 125, 0
B6, 451, BOS, FLL, 3, 365 , 204, 0
CO, 1093, CMH, IAH, 3, 365 , 168, 1
CO, 1471, TUL, IAH, 3, 365 , 95, 0
CO, 151, RDU, IAH, 3, 365 , 180, 0
CO, 1831, PBI, IAH, 3, 365 , 163, 0
DL, 1024, BDL, ATL, 3, 365 , 175, 0
DL, 1583, RSW, CVG, 3, 365 , 141, 0
DL, 1937, BWI, DTW, 3, 365 , 103, 0
DL, 1982, MEM, ATL, 3, 365 , 85, 0
DL, 2385, BOS, CVG, 3, 365 , 145, 0
DL, 2931, LGA, DTW, 3, 365 , 118, 0
DL, 2940, OAK, SLC, 3, 365 , 108, 0
EV, 5343, GRR, ATL, 3, 365 , 130, 0
FL, 290, HOU, ATL, 3, 365 , 112, 0
FL, 461, BWI, ATL, 3, 365 , 126, 0
MQ, 3074, LAX, RNO, 3, 365 , 90, 0
MQ, 3366, CAE, DFW, 3, 365 , 185, 0
MQ, 3391, TXK, DFW, 3, 365 , 60, 1
MQ, 3894, XNA, ORD, 3, 365 , 100, 1
MQ, 4015, JAX, ORD, 3, 365 , 160, 0
MQ, 4077, ABE, ORD, 3, 365 , 140, 0
OH, 6358, LIT, DTW, 3, 365 , 131, 0
OH, 6522, PHL, MEM, 3, 365 , 178, 0
OO, 3045, DSM, MKE, 3, 365 , 66, 0
OO, 4794, ONT, SLC, 3, 365 , 104, 0
OO, 6232, FAT, LAS, 3, 365 , 77, 1
OO, 6558, RNO, DEN, 3, 365 , 129, 0
OO, 6722, PSC, DEN, 3, 365 , 139, 1
OO, 6750, ORD, ATL, 3, 365 , 124, 1
UA, 112, ONT, DEN, 3, 365 , 139, 0
UA, 524, ORD, BOS, 3, 365 , 139, 0
UA, 600, ORD, DCA, 3, 365 , 111, 0
UA, 634, ORD, EWR, 3, 365 , 125, 0
US, 486, RNO, PHX, 3, 365 , 107, 0
WN, 1136, LAS, LAX, 3, 365 , 65, 0
WN, 1426, STL, DAL, 3, 365 , 110, 1
WN, 1461, DEN, LAS, 3, 365 , 120, 1
WN, 1481, BNA, DEN, 3, 365 , 185, 1
WN, 1687, STL, DEN, 3, 365 , 150, 1
WN, 1772, SFO, SAN, 3, 365 , 85, 0
WN, 1824, MHT, BWI, 3, 365 , 110, 1
WN, 1945, SEA, DEN, 3, 365 , 160, 1
WN, 2557, STL, MDW, 3, 365 , 65, 0
WN, 2885, LAS, DEN, 3, 365 , 115, 0
WN, 28, BOS, BWI, 3, 365 , 110, 0
WN, 317, MDW, DEN, 3, 365 , 170, 1
WN, 3842, LAS, PHX, 3, 365 , 70, 0
WN, 388, AUS, ELP, 3, 365 , 100, 1
WN, 410, CMH, MDW, 3, 365 , 70, 1
WN, 673, DAL, SAT, 3, 365 , 65, 0
XE, 2528, MHT, CLE, 3, 365 , 119, 0
XE, 2696, DAY, CLE, 3, 365 , 54, 0
XE, 2995, IAD, IAH, 3, 365 , 211, 0
CO, 689, DTW, IAH, 3, 366 , 185, 0
OO, 6369, TUS, SFO, 3, 367 , 133, 1
OO, 6374, PSP, SFO, 3, 367 , 88, 0
YV, 7305, CLT, IAD, 3, 367 , 79, 0
9E, 3683, SCE, DTW, 3, 370 , 90, 0
AA, 1032, ONT, DFW, 3, 370 , 180, 0
AA, 1354, LAS, MIA, 3, 370 , 265, 0
AA, 1723, BWI, MIA, 3, 370 , 160, 0
AA, 2410, LAX, DFW, 3, 370 , 185, 0
AA, 301, LGA, ORD, 3, 370 , 160, 0
AA, 398, ORD, LGA, 3, 370 , 120, 0
AA, 488, SEA, DFW, 3, 370 , 230, 1
AA, 532, DFW, RDU, 3, 370 , 145, 0
AA, 700, DFW, LGA, 3, 370 , 190, 1
AA, 817, BNA, DFW, 3, 370 , 130, 0
AS, 151, ANC, OTZ, 3, 370 , 95, 0
AS, 340, SEA, OAK, 3, 370 , 122, 0
AS, 561, LAX, PDX, 3, 370 , 147, 0
DL, 1453, LGA, MSP, 3, 370 , 184, 0
DL, 1597, PHL, MSP, 3, 370 , 180, 0
DL, 1661, DTW, ATL, 3, 370 , 136, 0
DL, 1815, LGA, CVG, 3, 370 , 129, 0
DL, 2782, MSY, MEM, 3, 370 , 83, 1
DL, 2865, BUF, ATL, 3, 370 , 154, 0
DL, 328, JAN, ATL, 3, 370 , 83, 0
EV, 5176, VPS, MEM, 3, 370 , 88, 0
EV, 5247, DCA, MEM, 3, 370 , 147, 1
EV, 5612, MEI, ATL, 3, 370 , 68, 1
EV, 7119, ROC, IAD, 3, 370 , 80, 0
EV, 7132, CAE, IAD, 3, 370 , 83, 0
F9, 453, LGA, MKE, 3, 370 , 135, 0
F9, 653, ATL, DEN, 3, 370 , 201, 1
FL, 411, PWM, BWI, 3, 370 , 102, 0
FL, 69, IAD, ATL, 3, 370 , 119, 0
FL, 989, PIT, ATL, 3, 370 , 120, 0
MQ, 2743, FAY, DFW, 3, 370 , 195, 0
MQ, 3612, BHM, MIA, 3, 370 , 115, 0
MQ, 3685, MEM, MIA, 3, 370 , 145, 0
MQ, 4076, FAR, ORD, 3, 370 , 130, 0
MQ, 4117, TRI, ORD, 3, 370 , 110, 0
MQ, 4152, AZO, ORD, 3, 370 , 60, 0
MQ, 4414, RDU, JFK, 3, 370 , 95, 0
MQ, 4419, RDU, DCA, 3, 370 , 65, 1
OH, 6340, EWR, MEM, 3, 370 , 187, 1
OH, 6360, MDT, DTW, 3, 370 , 107, 0
OH, 6397, SYR, JFK, 3, 370 , 90, 0
OH, 6405, GSO, ATL, 3, 370 , 93, 0
OH, 6686, STL, CVG, 3, 370 , 73, 0
OH, 6770, IND, DCA, 3, 370 , 100, 0
OO, 4531, FCA, SLC, 3, 370 , 97, 0
OO, 4681, EUG, SLC, 3, 370 , 113, 0
OO, 4682, SJC, SLC, 3, 370 , 112, 0
OO, 4713, RAP, SLC, 3, 370 , 104, 1
OO, 4729, MFR, SLC, 3, 370 , 112, 0
OO, 4756, MCI, SLC, 3, 370 , 162, 1
OO, 6364, SBA, LAX, 3, 370 , 48, 0
OO, 6465, SLC, LAX, 3, 370 , 120, 0
OO, 6674, FAT, DEN, 3, 370 , 134, 0
OO, 6716, CRW, ORD, 3, 370 , 97, 0
OO, 6826, MRY, SFO, 3, 370 , 35, 0
OO, 6850, ORD, MBS, 3, 370 , 60, 1
UA, 414, ORD, BDL, 3, 370 , 129, 0
UA, 732, SEA, ORD, 3, 370 , 242, 0
UA, 893, BOS, SFO, 3, 370 , 410, 0
UA, 966, LAX, IAD, 3, 370 , 292, 0
US, 1223, SYR, DCA, 3, 370 , 82, 0
US, 12, SMF, PHX, 3, 370 , 109, 0
US, 1703, PVD, DCA, 3, 370 , 87, 0
US, 506, BOS, PHX, 3, 370 , 364, 0
US, 590, OAK, PHX, 3, 370 , 112, 0
US, 641, DFW, PHX, 3, 370 , 157, 1
WN, 1105, LAS, MDW, 3, 370 , 215, 0
WN, 1762, OAK, DEN, 3, 370 , 155, 0
WN, 3060, LAX, PHX, 3, 370 , 75, 0
WN, 3684, SAT, DEN, 3, 370 , 145, 0
WN, 3762, MSP, STL, 3, 370 , 105, 1
WN, 379, OAK, SEA, 3, 370 , 125, 1
WN, 380, SFO, DEN, 3, 370 , 155, 0
WN, 682, AUS, DEN, 3, 370 , 140, 0
WN, 821, OAK, LAX, 3, 370 , 75, 0
XE, 2251, IND, EWR, 3, 370 , 114, 0
XE, 2323, ALB, CLE, 3, 370 , 102, 0
XE, 2445, BOS, CLE, 3, 370 , 125, 0
XE, 2585, STL, EWR, 3, 370 , 137, 0
XE, 2718, BWI, EWR, 3, 370 , 54, 0
XE, 5998, ROA, IAD, 3, 370 , 65, 1
YV, 2735, ELP, PHX, 3, 370 , 80, 0
YV, 2933, ABQ, PHX, 3, 370 , 76, 0
OO, 6759, LIT, ORD, 3, 371 , 115, 0
UA, 791, LAS, DEN, 3, 371 , 120, 0
UA, 894, DEN, LAX, 3, 371 , 159, 0
OO, 6320, LAX, SAN, 3, 372 , 48, 0
UA, 871, MCI, DEN, 3, 372 , 118, 0
XE, 5950, BUF, IAD, 3, 372 , 74, 0
HA, 107, KOA, HNL, 3, 373 , 42, 0
UA, 243, MSP, DEN, 3, 373 , 139, 0
UA, 796, RDU, IAD, 3, 373 , 69, 0
UA, 812, GEG, DEN, 3, 373 , 133, 0
XE, 3081, BTV, EWR, 3, 373 , 77, 0
9E, 3692, FSD, DTW, 3, 375 , 130, 1
9E, 3751, ROC, DTW, 3, 375 , 103, 0
9E, 3815, PNS, MEM, 3, 375 , 91, 0
9E, 3946, MSN, MEM, 3, 375 , 118, 0
9E, 3997, MLI, MEM, 3, 375 , 96, 0
9E, 4259, PLN, DTW, 3, 375 , 95, 0
9E, 4388, IAD, DTW, 3, 375 , 108, 0
9E, 4390, CID, DTW, 3, 375 , 106, 0
AA, 2258, SAT, DFW, 3, 375 , 65, 0
B6, 1249, BOS, IAD, 3, 375 , 100, 1
CO, 1576, SJC, IAH, 3, 375 , 228, 0
CO, 1649, FLL, IAH, 3, 375 , 164, 0
CO, 223, SEA, IAH, 3, 375 , 245, 0
DL, 1125, PHF, ATL, 3, 375 , 116, 0
DL, 1244, HOU, ATL, 3, 375 , 130, 0
DL, 1408, DEN, MSP, 3, 375 , 129, 0
DL, 1432, BWI, MEM, 3, 375 , 147, 0
DL, 1516, DEN, ATL, 3, 375 , 170, 0
DL, 1762, BNA, DTW, 3, 375 , 126, 0
DL, 1909, FNT, ATL, 3, 375 , 146, 0
DL, 1999, MCI, MEM, 3, 375 , 88, 0
DL, 2052, MSY, ATL, 3, 375 , 95, 0
DL, 2154, LAX, ATL, 3, 375 , 252, 1
DL, 2570, LAX, SLC, 3, 375 , 119, 0
