Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
b'MQ',3853.0,b'ATL',b'ORD',b'3',360.0,115.0,b'0'
b'MQ',3884.0,b'CLE',b'ORD',b'3',360.0,85.0,b'0'
b'MQ',3908.0,b'CRW',b'ORD',b'3',360.0,105.0,b'0'
b'MQ',3914.0,b'ICT',b'ORD',b'3',360.0,105.0,b'0'
b'MQ',3939.0,b'BNA',b'ORD',b'3',360.0,105.0,b'0'
b'MQ',4067.0,b'RIC',b'ORD',b'3',360.0,140.0,b'0'
b'MQ',4114.0,b'PIT',b'ORD',b'3',360.0,105.0,b'1'
b'MQ',4176.0,b'CMH',b'ORD',b'3',360.0,80.0,b'0'
b'MQ',4223.0,b'ROC',b'ORD',b'3',360.0,125.0,b'0'
b'MQ',4260.0,b'BWI',b'ORD',b'3',360.0,140.0,b'0'
b'MQ',4275.0,b'MSN',b'ORD',b'3',360.0,55.0,b'0'
b'MQ',4382.0,b'BOS',b'JFK',b'3',360.0,79.0,b'0'
b'MQ',4420.0,b'BOS',b'LGA',b'3',360.0,80.0,b'0'
b'MQ',4448.0,b'DCA',b'JFK',b'3',360.0,70.0,b'0'
b'MQ',4581.0,b'CLT',b'LGA',b'3',360.0,110.0,b'1'
b'MQ',4625.0,b'LGA',b'RDU',b'3',360.0,100.0,b'0'
b'MQ',4629.0,b'RDU',b'LGA',b'3',360.0,95.0,b'0'
b'MQ',4650.0,b'LGA',b'ATL',b'3',360.0,150.0,b'0'
b'MQ',4697.0,b'DTW',b'LGA',b'3',360.0,100.0,b'0'
b'OH',6341.0,b'RIC',b'DTW',b'3',360.0,125.0,b'0'
b'OH',6357.0,b'BDL',b'DCA',b'3',360.0,84.0,b'0'
b'OH',6379.0,b'BOS',b'JFK',b'3',360.0,88.0,b'0'
b'OH',6401.0,b'HTS',b'CVG',b'3',360.0,53.0,b'0'
b'OH',6560.0,b'ORD',b'JFK',b'3',360.0,133.0,b'0'
b'OH',6655.0,b'OMA',b'MEM',b'3',360.0,114.0,b'0'
b'OH',6668.0,b'CHS',b'LGA',b'3',360.0,118.0,b'0'
b'OO',4611.0,b'SAT',b'SLC',b'3',360.0,175.0,b'0'
b'OO',4662.0,b'ABQ',b'SLC',b'3',360.0,101.0,b'0'
b'OO',4676.0,b'BNA',b'MSP',b'3',360.0,144.0,b'0'
b'OO',4765.0,b'LAS',b'LAX',b'3',360.0,75.0,b'0'
b'OO',4802.0,b'DFW',b'SLC',b'3',360.0,168.0,b'1'
b'OO',4888.0,b'COS',b'MSP',b'3',360.0,135.0,b'1'
b'OO',6245.0,b'MFR',b'SFO',b'3',360.0,81.0,b'0'
b'OO',6285.0,b'MFR',b'DEN',b'3',360.0,155.0,b'1'
b'OO',6300.0,b'FAT',b'LAX',b'3',360.0,59.0,b'0'
b'OO',6330.0,b'ONT',b'SFO',b'3',360.0,85.0,b'0'
b'OO',6345.0,b'PSC',b'SFO',b'3',360.0,125.0,b'0'
b'OO',6359.0,b'BOI',b'SFO',b'3',360.0,112.0,b'1'
b'OO',6399.0,b'ORD',b'MCI',b'3',360.0,88.0,b'1'
b'OO',6405.0,b'PDX',b'SFO',b'3',360.0,105.0,b'0'
b'OO',6434.0,b'SBP',b'LAX',b'3',360.0,62.0,b'0'
b'OO',6471.0,b'ABQ',b'LAX',b'3',360.0,121.0,b'0'
b'OO',6506.0,b'ELP',b'LAX',b'3',360.0,137.0,b'0'
b'OO',6512.0,b'CLD',b'LAX',b'3',360.0,40.0,b'1'
b'OO',6586.0,b'PSP',b'DEN',b'3',360.0,131.0,b'0'
b'OO',6612.0,b'SLC',b'DEN',b'3',360.0,93.0,b'0'
b'OO',6682.0,b'SBA',b'DEN',b'3',360.0,142.0,b'0'
b'OO',6684.0,b'MEM',b'ORD',b'3',360.0,110.0,b'0'
b'OO',6732.0,b'MRY',b'DEN',b'3',360.0,146.0,b'0'
b'OO',6743.0,b'ATW',b'ORD',b'3',360.0,55.0,b'0'
b'OO',6766.0,b'GEG',b'SFO',b'3',360.0,136.0,b'1'
b'OO',6820.0,b'RDD',b'SFO',b'3',360.0,78.0,b'0'
b'OO',6836.0,b'PAH',b'ORD',b'3',360.0,78.0,b'1'
b'OO',6893.0,b'ACV',b'SFO',b'3',360.0,82.0,b'1'
b'OO',6918.0,b'CMX',b'ORD',b'3',360.0,82.0,b'0'
b'OO',6930.0,b'ORD',b'TYS',b'3',360.0,87.0,b'1'
b'OO',6936.0,b'SPI',b'ORD',b'3',360.0,60.0,b'0'
b'OO',6948.0,b'COS',b'ORD',b'3',360.0,146.0,b'0'
b'OO',6949.0,b'EUG',b'DEN',b'3',360.0,155.0,b'0'
b'OO',6975.0,b'DFW',b'ORD',b'3',360.0,139.0,b'0'
b'OO',6997.0,b'MKE',b'ORD',b'3',360.0,44.0,b'1'
b'OO',7006.0,b'EUG',b'PDX',b'3',360.0,41.0,b'0'
b'OO',7008.0,b'CIC',b'SFO',b'3',360.0,65.0,b'0'
b'OO',7049.0,b'SEA',b'PDX',b'3',360.0,48.0,b'0'
b'OO',7763.0,b'PIH',b'SLC',b'3',360.0,48.0,b'0'
b'OO',7768.0,b'SGU',b'SLC',b'3',360.0,73.0,b'1'
b'OO',7799.0,b'COD',b'SLC',b'3',360.0,89.0,b'0'
b'UA',189.0,b'BWI',b'ORD',b'3',360.0,135.0,b'0'
b'UA',18.0,b'LAX',b'DEN',b'3',360.0,146.0,b'0'
b'UA',201.0,b'BOS',b'IAD',b'3',360.0,103.0,b'0'
b'UA',203.0,b'BOS',b'ORD',b'3',360.0,171.0,b'0'
b'UA',226.0,b'SFO',b'BOS',b'3',360.0,342.0,b'0'
b'UA',234.0,b'OMA',b'ORD',b'3',360.0,96.0,b'1'
b'UA',257.0,b'JAX',b'ORD',b'3',360.0,156.0,b'0'
b'UA',303.0,b'JFK',b'SFO',b'3',360.0,404.0,b'0'
b'UA',32.0,b'PDX',b'DEN',b'3',360.0,146.0,b'0'
b'UA',337.0,b'PHL',b'ORD',b'3',360.0,137.0,b'0'
b'UA',376.0,b'ORD',b'PHL',b'3',360.0,125.0,b'0'
b'UA',410.0,b'SMF',b'DEN',b'3',360.0,144.0,b'0'
b'UA',468.0,b'SEA',b'SFO',b'3',360.0,130.0,b'0'
b'UA',475.0,b'CLT',b'ORD',b'3',360.0,133.0,b'1'
b'UA',494.0,b'DSM',b'ORD',b'3',360.0,80.0,b'0'
b'UA',506.0,b'SFO',b'PHX',b'3',360.0,120.0,b'0'
b'UA',510.0,b'LAS',b'SFO',b'3',360.0,95.0,b'0'
b'UA',520.0,b'MSP',b'ORD',b'3',360.0,84.0,b'0'
b'UA',532.0,b'DEN',b'ORD',b'3',360.0,141.0,b'0'
b'UA',650.0,b'BDL',b'IAD',b'3',360.0,94.0,b'0'
b'UA',668.0,b'ORD',b'LGA',b'3',360.0,127.0,b'1'
b'UA',669.0,b'LGA',b'ORD',b'3',360.0,150.0,b'0'
b'UA',705.0,b'IAD',b'ORD',b'3',360.0,131.0,b'0'
b'UA',707.0,b'ORD',b'DEN',b'3',360.0,160.0,b'0'
b'UA',736.0,b'SFO',b'LAS',b'3',360.0,98.0,b'0'
b'UA',740.0,b'OAK',b'DEN',b'3',360.0,146.0,b'0'
b'UA',90.0,b'LAX',b'SFO',b'3',360.0,89.0,b'0'
b'UA',922.0,b'ORD',b'IAD',b'3',360.0,108.0,b'0'
b'US',1050.0,b'RDU',b'CLT',b'3',360.0,57.0,b'0'
b'US',1262.0,b'MIA',b'PHL',b'3',360.0,169.0,b'0'
b'US',1267.0,b'LGA',b'PHL',b'3',360.0,57.0,b'0'
b'US',1296.0,b'STL',b'CLT',b'3',360.0,113.0,b'0'
b'US',1440.0,b'BNA',b'CLT',b'3',360.0,74.0,b'0'
b'US',1772.0,b'MHT',b'CLT',b'3',360.0,152.0,b'0'
b'US',1997.0,b'ORD',b'CLT',b'3',360.0,118.0,b'0'
b'US',2021.0,b'BOS',b'DCA',b'3',360.0,96.0,b'0'
b'US',2114.0,b'LGA',b'BOS',b'3',360.0,62.0,b'1'
b'US',2115.0,b'BOS',b'LGA',b'3',360.0,70.0,b'0'
b'US',2158.0,b'DCA',b'LGA',b'3',360.0,60.0,b'0'
b'US',2161.0,b'LGA',b'DCA',b'3',360.0,59.0,b'0'
b'US',270.0,b'IAH',b'PHX',b'3',360.0,172.0,b'0'
b'US',56.0,b'ORD',b'PHL',b'3',360.0,119.0,b'0'
b'US',578.0,b'SFO',b'PHX',b'3',360.0,111.0,b'0'
b'US',595.0,b'MCI',b'PHX',b'3',360.0,174.0,b'0'
b'US',652.0,b'IND',b'PHX',b'3',360.0,235.0,b'0'
b'US',86.0,b'OMA',b'PHX',b'3',360.0,175.0,b'1'
b'US',952.0,b'FLL',b'PHL',b'3',360.0,157.0,b'0'
b'US',985.0,b'MSY',b'CLT',b'3',360.0,108.0,b'1'
b'WN',1067.0,b'OAK',b'SAN',b'3',360.0,85.0,b'1'
b'WN',109.0,b'MSY',b'DEN',b'3',360.0,180.0,b'0'
b'WN',1289.0,b'GEG',b'SEA',b'3',360.0,70.0,b'0'
b'WN',1357.0,b'SMF',b'ONT',b'3',360.0,80.0,b'0'
b'WN',1851.0,b'ONT',b'OAK',b'3',360.0,80.0,b'1'
b'WN',1929.0,b'LAX',b'DEN',b'3',360.0,135.0,b'0'
b'WN',2529.0,b'IND',b'DEN',b'3',360.0,185.0,b'1'
b'WN',2643.0,b'SMF',b'LAX',b'3',360.0,80.0,b'1'
b'WN',2891.0,b'MDW',b'IAD',b'3',360.0,105.0,b'0'
b'WN',3061.0,b'LGA',b'MDW',b'3',360.0,150.0,b'0'
b'WN',367.0,b'MDW',b'BNA',b'3',360.0,85.0,b'1'
b'WN',3.0,b'LIT',b'DAL',b'3',360.0,70.0,b'0'
b'WN',406.0,b'SEA',b'LAS',b'3',360.0,140.0,b'1'
b'WN',425.0,b'BOS',b'MDW',b'3',360.0,175.0,b'0'
b'WN',647.0,b'PHX',b'DEN',b'3',360.0,105.0,b'1'
b'WN',702.0,b'MDW',b'LAS',b'3',360.0,245.0,b'1'
b'WN',735.0,b'IAD',b'DEN',b'3',360.0,240.0,b'0'
b'WN',748.0,b'SMF',b'DEN',b'3',360.0,145.0,b'1'
b'WN',799.0,b'LAX',b'SFO',b'3',360.0,80.0,b'0'
b'WN',944.0,b'OAK',b'ONT',b'3',360.0,75.0,b'1'
b'XE',2143.0,b'GSP',b'IAH',b'3',360.0,160.0,b'1'
b'XE',2231.0,b'JAN',b'IAH',b'3',360.0,77.0,b'1'
b'XE',2384.0,b'SHV',b'IAH',b'3',360.0,55.0,b'0'
b'XE',2485.0,b'ORF',b'IAH',b'3',360.0,201.0,b'0'
b'XE',2614.0,b'CMH',b'EWR',b'3',360.0,97.0,b'0'
b'XE',2644.0,b'GPT',b'IAH',b'3',360.0,81.0,b'1'
b'XE',2652.0,b'LEX',b'IAH',b'3',360.0,159.0,b'1'
b'XE',2745.0,b'BNA',b'EWR',b'3',360.0,127.0,b'0'
b'XE',2904.0,b'GRR',b'CLE',b'3',360.0,58.0,b'1'
b'XE',2997.0,b'MSP',b'EWR',b'3',360.0,158.0,b'1'
b'XE',3037.0,b'CHS',b'IAH',b'3',360.0,167.0,b'0'
b'XE',3047.0,b'BHM',b'IAH',b'3',360.0,116.0,b'1'
b'XE',3066.0,b'RIC',b'EWR',b'3',360.0,69.0,b'0'
b'XE',3115.0,b'PVD',b'CLE',b'3',360.0,117.0,b'0'
b'XE',5905.0,b'ABE',b'ORD',b'3',360.0,136.0,b'1'
b'XE',5924.0,b'ICT',b'ORD',b'3',360.0,110.0,b'1'
b'XE',5941.0,b'TUL',b'ORD',b'3',360.0,113.0,b'0'
b'XE',5949.0,b'BTV',b'ORD',b'3',360.0,159.0,b'0'
b'XE',5958.0,b'GRB',b'ORD',b'3',360.0,60.0,b'0'
b'XE',5983.0,b'CLE',b'IAD',b'3',360.0,75.0,b'1'
b'XE',5984.0,b'TYS',b'IAD',b'3',360.0,95.0,b'0'
b'XE',5986.0,b'FAR',b'ORD',b'3',360.0,112.0,b'1'
b'XE',5991.0,b'XNA',b'ORD',b'3',360.0,105.0,b'0'
b'XE',5992.0,b'FSD',b'ORD',b'3',360.0,96.0,b'0'
b'YV',2692.0,b'MEM',b'CLT',b'3',360.0,105.0,b'0'
b'YV',2718.0,b'MRY',b'PHX',b'3',360.0,145.0,b'0'
b'YV',2931.0,b'SAT',b'PHX',b'3',360.0,146.0,b'0'
b'YV',7218.0,b'ATL',b'IAD',b'3',360.0,100.0,b'0'
b'YV',7236.0,b'ROC',b'ORD',b'3',360.0,117.0,b'0'
b'YV',7238.0,b'ORD',b'JAX',b'3',360.0,135.0,b'0'
b'YV',7287.0,b'ORF',b'ORD',b'3',360.0,143.0,b'0'
b'B6',742.0,b'SJU',b'MCO',b'3',361.0,184.0,b'0'
b'OO',6965.0,b'AVL',b'ORD',b'3',361.0,109.0,b'0'
b'UA',664.0,b'SFO',b'ORD',b'3',361.0,249.0,b'0'
b'CO',1406.0,b'PIT',b'IAH',b'3',362.0,188.0,b'1'
b'OO',6497.0,b'BFL',b'DEN',b'3',362.0,144.0,b'0'
b'OO',6749.0,b'RAP',b'DEN',b'3',362.0,76.0,b'0'
b'OO',6829.0,b'SMF',b'SFO',b'3',362.0,48.0,b'0'
b'OO',7052.0,b'DRO',b'DEN',b'3',362.0,76.0,b'0'
b'UA',59.0,b'DEN',b'SFO',b'3',362.0,167.0,b'0'
b'UA',635.0,b'RDU',b'ORD',b'3',362.0,139.0,b'0'
b'UA',675.0,b'BUF',b'ORD',b'3',362.0,113.0,b'0'
b'XE',5902.0,b'PIA',b'ORD',b'3',362.0,63.0,b'0'
b'B6',1320.0,b'BWI',b'BOS',b'3',363.0,77.0,b'0'
b'B6',740.0,b'PSE',b'JFK',b'3',363.0,237.0,b'0'
b'DL',1943.0,b'EWR',b'ATL',b'3',363.0,156.0,b'0'
b'XE',2006.0,b'GSO',b'EWR',b'3',363.0,89.0,b'0'
b'XE',2783.0,b'TYS',b'IAH',b'3',363.0,142.0,b'0'
b'HA',205.0,b'OGG',b'HNL',b'3',364.0,33.0,b'0'
b'OO',6495.0,b'COS',b'LAX',b'3',364.0,161.0,b'0'
b'OO',6991.0,b'BHM',b'ORD',b'3',364.0,132.0,b'1'
b'UA',261.0,b'SFO',b'LAX',b'3',364.0,95.0,b'0'
b'9E',3698.0,b'PIA',b'MSP',b'3',365.0,100.0,b'0'
b'9E',3964.0,b'ALB',b'JFK',b'3',365.0,90.0,b'1'
b'9E',4227.0,b'FWA',b'CVG',b'3',365.0,52.0,b'0'
b'AA',1002.0,b'DEN',b'DFW',b'3',365.0,125.0,b'0'
b'AA',1331.0,b'MCI',b'DFW',b'3',365.0,105.0,b'0'
b'AA',1425.0,b'STL',b'ORD',b'3',365.0,75.0,b'0'
b'AA',1698.0,b'SLC',b'DFW',b'3',365.0,170.0,b'0'
b'AA',1851.0,b'DCA',b'MIA',b'3',365.0,160.0,b'1'
b'AA',1938.0,b'MSP',b'MIA',b'3',365.0,225.0,b'0'
b'AA',2127.0,b'PHL',b'MIA',b'3',365.0,175.0,b'0'
b'AA',697.0,b'FLL',b'DFW',b'3',365.0,190.0,b'0'
b'AA',705.0,b'LGA',b'DFW',b'3',365.0,250.0,b'0'
b'AS',730.0,b'ANC',b'SEA',b'3',365.0,205.0,b'0'
b'AS',73.0,b'SIT',b'JNU',b'3',365.0,42.0,b'0'
b'B6',1235.0,b'BOS',b'RDU',b'3',365.0,125.0,b'0'
b'B6',451.0,b'BOS',b'FLL',b'3',365.0,204.0,b'0'
b'CO',1093.0,b'CMH',b'IAH',b'3',365.0,168.0,b'1'
b'CO',1471.0,b'TUL',b'IAH',b'3',365.0,95.0,b'0'
b'CO',151.0,b'RDU',b'IAH',b'3',365.0,180.0,b'0'
b'CO',1831.0,b'PBI',b'IAH',b'3',365.0,163.0,b'0'
b'DL',1024.0,b'BDL',b'ATL',b'3',365.0,175.0,b'0'
b'DL',1583.0,b'RSW',b'CVG',b'3',365.0,141.0,b'0'
b'DL',1937.0,b'BWI',b'DTW',b'3',365.0,103.0,b'0'
b'DL',1982.0,b'MEM',b'ATL',b'3',365.0,85.0,b'0'
b'DL',2385.0,b'BOS',b'CVG',b'3',365.0,145.0,b'0'
b'DL',2931.0,b'LGA',b'DTW',b'3',365.0,118.0,b'0'
b'DL',2940.0,b'OAK',b'SLC',b'3',365.0,108.0,b'0'
b'EV',5343.0,b'GRR',b'ATL',b'3',365.0,130.0,b'0'
b'FL',290.0,b'HOU',b'ATL',b'3',365.0,112.0,b'0'
b'FL',461.0,b'BWI',b'ATL',b'3',365.0,126.0,b'0'
b'MQ',3074.0,b'LAX',b'RNO',b'3',365.0,90.0,b'0'
b'MQ',3366.0,b'CAE',b'DFW',b'3',365.0,185.0,b'0'
b'MQ',3391.0,b'TXK',b'DFW',b'3',365.0,60.0,b'1'
b'MQ',3894.0,b'XNA',b'ORD',b'3',365.0,100.0,b'1'
b'MQ',4015.0,b'JAX',b'ORD',b'3',365.0,160.0,b'0'
b'MQ',4077.0,b'ABE',b'ORD',b'3',365.0,140.0,b'0'
b'OH',6358.0,b'LIT',b'DTW',b'3',365.0,131.0,b'0'
b'OH',6522.0,b'PHL',b'MEM',b'3',365.0,178.0,b'0'
b'OO',3045.0,b'DSM',b'MKE',b'3',365.0,66.0,b'0'
b'OO',4794.0,b'ONT',b'SLC',b'3',365.0,104.0,b'0'
b'OO',6232.0,b'FAT',b'LAS',b'3',365.0,77.0,b'1'
b'OO',6558.0,b'RNO',b'DEN',b'3',365.0,129.0,b'0'
b'OO',6722.0,b'PSC',b'DEN',b'3',365.0,139.0,b'1'
b'OO',6750.0,b'ORD',b'ATL',b'3',365.0,124.0,b'1'
b'UA',112.0,b'ONT',b'DEN',b'3',365.0,139.0,b'0'
b'UA',524.0,b'ORD',b'BOS',b'3',365.0,139.0,b'0'
b'UA',600.0,b'ORD',b'DCA',b'3',365.0,111.0,b'0'
b'UA',634.0,b'ORD',b'EWR',b'3',365.0,125.0,b'0'
b'US',486.0,b'RNO',b'PHX',b'3',365.0,107.0,b'0'
b'WN',1136.0,b'LAS',b'LAX',b'3',365.0,65.0,b'0'
b'WN',1426.0,b'STL',b'DAL',b'3',365.0,110.0,b'1'
b'WN',1461.0,b'DEN',b'LAS',b'3',365.0,120.0,b'1'
b'WN',1481.0,b'BNA',b'DEN',b'3',365.0,185.0,b'1'
b'WN',1687.0,b'STL',b'DEN',b'3',365.0,150.0,b'1'
b'WN',1772.0,b'SFO',b'SAN',b'3',365.0,85.0,b'0'
b'WN',1824.0,b'MHT',b'BWI',b'3',365.0,110.0,b'1'
b'WN',1945.0,b'SEA',b'DEN',b'3',365.0,160.0,b'1'
b'WN',2557.0,b'STL',b'MDW',b'3',365.0,65.0,b'0'
b'WN',2885.0,b'LAS',b'DEN',b'3',365.0,115.0,b'0'
b'WN',28.0,b'BOS',b'BWI',b'3',365.0,110.0,b'0'
b'WN',317.0,b'MDW',b'DEN',b'3',365.0,170.0,b'1'
b'WN',3842.0,b'LAS',b'PHX',b'3',365.0,70.0,b'0'
b'WN',388.0,b'AUS',b'ELP',b'3',365.0,100.0,b'1'
b'WN',410.0,b'CMH',b'MDW',b'3',365.0,70.0,b'1'
b'WN',673.0,b'DAL',b'SAT',b'3',365.0,65.0,b'0'
b'XE',2528.0,b'MHT',b'CLE',b'3',365.0,119.0,b'0'
b'XE',2696.0,b'DAY',b'CLE',b'3',365.0,54.0,b'0'
b'XE',2995.0,b'IAD',b'IAH',b'3',365.0,211.0,b'0'
b'CO',689.0,b'DTW',b'IAH',b'3',366.0,185.0,b'0'
b'OO',6369.0,b'TUS',b'SFO',b'3',367.0,133.0,b'1'
b'OO',6374.0,b'PSP',b'SFO',b'3',367.0,88.0,b'0'
b'YV',7305.0,b'CLT',b'IAD',b'3',367.0,79.0,b'0'
b'9E',3683.0,b'SCE',b'DTW',b'3',370.0,90.0,b'0'
b'AA',1032.0,b'ONT',b'DFW',b'3',370.0,180.0,b'0'
b'AA',1354.0,b'LAS',b'MIA',b'3',370.0,265.0,b'0'
b'AA',1723.0,b'BWI',b'MIA',b'3',370.0,160.0,b'0'
b'AA',2410.0,b'LAX',b'DFW',b'3',370.0,185.0,b'0'
b'AA',301.0,b'LGA',b'ORD',b'3',370.0,160.0,b'0'
b'AA',398.0,b'ORD',b'LGA',b'3',370.0,120.0,b'0'
b'AA',488.0,b'SEA',b'DFW',b'3',370.0,230.0,b'1'
b'AA',532.0,b'DFW',b'RDU',b'3',370.0,145.0,b'0'
b'AA',700.0,b'DFW',b'LGA',b'3',370.0,190.0,b'1'
b'AA',817.0,b'BNA',b'DFW',b'3',370.0,130.0,b'0'
b'AS',151.0,b'ANC',b'OTZ',b'3',370.0,95.0,b'0'
b'AS',340.0,b'SEA',b'OAK',b'3',370.0,122.0,b'0'
b'AS',561.0,b'LAX',b'PDX',b'3',370.0,147.0,b'0'
b'DL',1453.0,b'LGA',b'MSP',b'3',370.0,184.0,b'0'
b'DL',1597.0,b'PHL',b'MSP',b'3',370.0,180.0,b'0'
b'DL',1661.0,b'DTW',b'ATL',b'3',370.0,136.0,b'0'
b'DL',1815.0,b'LGA',b'CVG',b'3',370.0,129.0,b'0'
b'DL',2782.0,b'MSY',b'MEM',b'3',370.0,83.0,b'1'
b'DL',2865.0,b'BUF',b'ATL',b'3',370.0,154.0,b'0'
b'DL',328.0,b'JAN',b'ATL',b'3',370.0,83.0,b'0'
b'EV',5176.0,b'VPS',b'MEM',b'3',370.0,88.0,b'0'
b'EV',5247.0,b'DCA',b'MEM',b'3',370.0,147.0,b'1'
b'EV',5612.0,b'MEI',b'ATL',b'3',370.0,68.0,b'1'
b'EV',7119.0,b'ROC',b'IAD',b'3',370.0,80.0,b'0'
b'EV',7132.0,b'CAE',b'IAD',b'3',370.0,83.0,b'0'
b'F9',453.0,b'LGA',b'MKE',b'3',370.0,135.0,b'0'
b'F9',653.0,b'ATL',b'DEN',b'3',370.0,201.0,b'1'
b'FL',411.0,b'PWM',b'BWI',b'3',370.0,102.0,b'0'
b'FL',69.0,b'IAD',b'ATL',b'3',370.0,119.0,b'0'
b'FL',989.0,b'PIT',b'ATL',b'3',370.0,120.0,b'0'
b'MQ',2743.0,b'FAY',b'DFW',b'3',370.0,195.0,b'0'
b'MQ',3612.0,b'BHM',b'MIA',b'3',370.0,115.0,b'0'
b'MQ',3685.0,b'MEM',b'MIA',b'3',370.0,145.0,b'0'
b'MQ',4076.0,b'FAR',b'ORD',b'3',370.0,130.0,b'0'
b'MQ',4117.0,b'TRI',b'ORD',b'3',370.0,110.0,b'0'
b'MQ',4152.0,b'AZO',b'ORD',b'3',370.0,60.0,b'0'
b'MQ',4414.0,b'RDU',b'JFK',b'3',370.0,95.0,b'0'
b'MQ',4419.0,b'RDU',b'DCA',b'3',370.0,65.0,b'1'
b'OH',6340.0,b'EWR',b'MEM',b'3',370.0,187.0,b'1'
b'OH',6360.0,b'MDT',b'DTW',b'3',370.0,107.0,b'0'
b'OH',6397.0,b'SYR',b'JFK',b'3',370.0,90.0,b'0'
b'OH',6405.0,b'GSO',b'ATL',b'3',370.0,93.0,b'0'
b'OH',6686.0,b'STL',b'CVG',b'3',370.0,73.0,b'0'
b'OH',6770.0,b'IND',b'DCA',b'3',370.0,100.0,b'0'
b'OO',4531.0,b'FCA',b'SLC',b'3',370.0,97.0,b'0'
b'OO',4681.0,b'EUG',b'SLC',b'3',370.0,113.0,b'0'
b'OO',4682.0,b'SJC',b'SLC',b'3',370.0,112.0,b'0'
b'OO',4713.0,b'RAP',b'SLC',b'3',370.0,104.0,b'1'
b'OO',4729.0,b'MFR',b'SLC',b'3',370.0,112.0,b'0'
b'OO',4756.0,b'MCI',b'SLC',b'3',370.0,162.0,b'1'
b'OO',6364.0,b'SBA',b'LAX',b'3',370.0,48.0,b'0'
b'OO',6465.0,b'SLC',b'LAX',b'3',370.0,120.0,b'0'
b'OO',6674.0,b'FAT',b'DEN',b'3',370.0,134.0,b'0'
b'OO',6716.0,b'CRW',b'ORD',b'3',370.0,97.0,b'0'
b'OO',6826.0,b'MRY',b'SFO',b'3',370.0,35.0,b'0'
b'OO',6850.0,b'ORD',b'MBS',b'3',370.0,60.0,b'1'
b'UA',414.0,b'ORD',b'BDL',b'3',370.0,129.0,b'0'
b'UA',732.0,b'SEA',b'ORD',b'3',370.0,242.0,b'0'
b'UA',893.0,b'BOS',b'SFO',b'3',370.0,410.0,b'0'
b'UA',966.0,b'LAX',b'IAD',b'3',370.0,292.0,b'0'
b'US',1223.0,b'SYR',b'DCA',b'3',370.0,82.0,b'0'
b'US',12.0,b'SMF',b'PHX',b'3',370.0,109.0,b'0'
b'US',1703.0,b'PVD',b'DCA',b'3',370.0,87.0,b'0'
b'US',506.0,b'BOS',b'PHX',b'3',370.0,364.0,b'0'
b'US',590.0,b'OAK',b'PHX',b'3',370.0,112.0,b'0'
b'US',641.0,b'DFW',b'PHX',b'3',370.0,157.0,b'1'
b'WN',1105.0,b'LAS',b'MDW',b'3',370.0,215.0,b'0'
b'WN',1762.0,b'OAK',b'DEN',b'3',370.0,155.0,b'0'
b'WN',3060.0,b'LAX',b'PHX',b'3',370.0,75.0,b'0'
b'WN',3684.0,b'SAT',b'DEN',b'3',370.0,145.0,b'0'
b'WN',3762.0,b'MSP',b'STL',b'3',370.0,105.0,b'1'
b'WN',379.0,b'OAK',b'SEA',b'3',370.0,125.0,b'1'
b'WN',380.0,b'SFO',b'DEN',b'3',370.0,155.0,b'0'
b'WN',682.0,b'AUS',b'DEN',b'3',370.0,140.0,b'0'
b'WN',821.0,b'OAK',b'LAX',b'3',370.0,75.0,b'0'
b'XE',2251.0,b'IND',b'EWR',b'3',370.0,114.0,b'0'
b'XE',2323.0,b'ALB',b'CLE',b'3',370.0,102.0,b'0'
b'XE',2445.0,b'BOS',b'CLE',b'3',370.0,125.0,b'0'
b'XE',2585.0,b'STL',b'EWR',b'3',370.0,137.0,b'0'
b'XE',2718.0,b'BWI',b'EWR',b'3',370.0,54.0,b'0'
b'XE',5998.0,b'ROA',b'IAD',b'3',370.0,65.0,b'1'
b'YV',2735.0,b'ELP',b'PHX',b'3',370.0,80.0,b'0'
b'YV',2933.0,b'ABQ',b'PHX',b'3',370.0,76.0,b'0'
b'OO',6759.0,b'LIT',b'ORD',b'3',371.0,115.0,b'0'
b'UA',791.0,b'LAS',b'DEN',b'3',371.0,120.0,b'0'
b'UA',894.0,b'DEN',b'LAX',b'3',371.0,159.0,b'0'
b'OO',6320.0,b'LAX',b'SAN',b'3',372.0,48.0,b'0'
b'UA',871.0,b'MCI',b'DEN',b'3',372.0,118.0,b'0'
b'XE',5950.0,b'BUF',b'IAD',b'3',372.0,74.0,b'0'
b'HA',107.0,b'KOA',b'HNL',b'3',373.0,42.0,b'0'
b'UA',243.0,b'MSP',b'DEN',b'3',373.0,139.0,b'0'
b'UA',796.0,b'RDU',b'IAD',b'3',373.0,69.0,b'0'
b'UA',812.0,b'GEG',b'DEN',b'3',373.0,133.0,b'0'
b'XE',3081.0,b'BTV',b'EWR',b'3',373.0,77.0,b'0'
b'9E',3692.0,b'FSD',b'DTW',b'3',375.0,130.0,b'1'
b'9E',3751.0,b'ROC',b'DTW',b'3',375.0,103.0,b'0'
b'9E',3815.0,b'PNS',b'MEM',b'3',375.0,91.0,b'0'
b'9E',3946.0,b'MSN',b'MEM',b'3',375.0,118.0,b'0'
b'9E',3997.0,b'MLI',b'MEM',b'3',375.0,96.0,b'0'
b'9E',4259.0,b'PLN',b'DTW',b'3',375.0,95.0,b'0'
